anunciante,area_privativa,area_total,atualizacao,bairro,banheiros,cidade,cod_imovel,creci,data_publicacao,dce,endereco,garagem,idade_imovel,quartos,suites,url,valor_condominio,valor_imovel,valor_mt2
Adriano Alencar ,87,87,2022-03-17,Asa Sul,3,Brasília,2959766342,Creci 25937/DF,,,sqs 205 BLOCO A,,25,3,1,/propriedades/apartamento-na-sqs-205-87-22-m-sup2--3-quartos-2959766342.html,1100,840.000,
Multimob Soluções Imobiliárias,41,41,2022-06-30,Asa Sul,1,Brasília,2966124387, CJ 25861,,,SCES Trecho 4 Residencial Lake View Resort,1,5,1,,/propriedades/residencial-lake-view-resort-1-quarto-asa-sul-2966124387.html,41,560.000,
Thais Sá,62,80,2022-05-11,Asa Sul,1,Brasília,2952288747,23012,,,409 Sul,,20,2,,/propriedades/apto-2-quartos-62-m-sup2--409-sul-reformado-3-2952288747.html,320,570.000,
Moni Netimóveis,86,86,2022-06-18,Asa Sul,2,Brasília,2957960901,17097,,,SQS 410 Bloco Q,,41,4,1,/propriedades/apartamento-a-venda-na-asa-sul-2957960901.html,320,877.000,
TATIANE MESQUITA ,210,210,2022-03-23,Asa Sul,3,Brasília,2963649906,Creci 25937/DF,,,SQS 313  6 andar ,2,33,4,1,/propriedades/apartamento-reformado-2963649906.html,1745,3.000.000,
Ferola Filial Águas Claras 11,85,110,2022-06-20,Asa Sul,3,Brasília,2962822483,CJ 11476,,,SQS 208,1,40,3,1,/propriedades/apartamento-3-quartos-sqs-208-110-m-sup2--2962822483.html,800,840.000,
THAIS IMOBILIÁRIA VENDAS,30,30,2022-07-01,Asa Sul,1,Brasília,2966461697,,,,Seps 712/912 Lote C 0,1,,1,1,/propriedades/grand-ville-kitnet-reformada-na-asa-sul-df-2966461697.html,290,295.000,
Ferola Filial Noroeste 5,100,110,2022-06-20,Asa Sul,2,Brasília,2966047236,CJ 11476,,,SQS 106,,2,2,1,/propriedades/sqs-106-reformado-amplo-2qts-suite-elevador-andar-2966047236.html,750,870.000,
JULIANO ,92,92,2022-03-17,Asa Sul,2,Brasília,2961644291,23020CJ,,,SQS 402 3QTOS | 98243 8383,,1,3,,/propriedades/sqs-402-3qtos-98243-8383-2961644291.html,459,800.000,
Multimob Soluções Imobiliárias,50,50,2022-06-23,Asa Sul,,Brasília,2963469962, CJ 25861,,,SCES Trecho 4 Brisas do Lago,1,5,1,1,/propriedades/brisas-do-lago-apartamento-1-quarto-lago-sul-2963469962.html,1200,680.000,
RODOLFO DE ALMEIDA TEIXEIRA,26,26,2022-07-01,Asa Sul,1,Brasília,2936322493,Cj 23.201,,,Quadra SEPS 713/913 0,1,8,1,,/propriedades/seps-713-913!-golden-place!-com-garagem!-2936322493.html,340,329.000,
DALEPRANE INTELIGENCIA IMOBILIÁRIA,178,178,2021-09-24,Asa Sul,4,Brasília,2955781593,Creci 25937/DF,,,SQS 213 Asa Sul,1,30,4,1,/propriedades/sqs-213-oportunidade!-exclusivo.-2955781593.html,1030,1.790.000,
wjorge imoveis,48,48,2022-06-15,Asa Sul,1,Brasília,2965015933,25006,,,SCES Trecho 4 01,1,6,1,1,/propriedades/apartamento-48-m-sup2--todo-mobiliado-vista-frontal-2965015933.html,,695.000,
Bordalo Imob,80,80,2022-07-02,Asa Sul,2,Brasília,2965256294,23764,,,Quadra SQS 416,,,3,1,/propriedades/asa-sul-sqs-416-apartamento-reformado-com-80-m-sup2--2965256294.html,540,740.000,
IVS EMPREENDIMENTOS IMOBILIARIOS,105,125,2022-06-29,Asa Sul,3,Brasília,2965218171,27742,,,SQS 307 ,1,30,3,1,/propriedades/apartamento-asa-sul-2965218171.html,900,1.230.000,
ADRIANO MD,50,50,2022-06-30,Asa Sul,1,Brasília,2965654948,Creci 25937/DF,,,SQS 413 ASA SUL,,9,2,,/propriedades/sqs-413-2965654948.html,340,399.000,
Futura Negócios imobiliários ,42,42,2022-07-01,Asa Sul,1,Brasília,2953863292,24892,,,Quadra SHS Quadra 6 6,,,1,,/propriedades/excelente-flat-100-mobiliado-no-complexo-do-brasil-2953863292.html,1000,340.000,
MENDONÇA EMPREENDIMENTOS IMOBILIÁRIOS,135,135,2022-06-08,Asa Sul,2,Brasília,2957255363,1658,,,sqs 305 bloco g 6,,40,3,,/propriedades/oportunidade-sqs-305-bloco-g-6-andar-2957255363.html,1300,1.400.000,
QUENIA SANTIAGO IMOVEIS,78,78,2022-05-17,Asa Sul,2,Brasília,2964356509,27353,,,SQS 412 Bloco I,,20,3,1,/propriedades/lindo-apt-reformado-na-asa-sul-com-escritorio-2964356509.html,325,750.000,
FORT IMOBI SOLUCOES IMOBILIARIAS LTDA,64,64,2022-03-22,Asa Sul,1,Brasília,2963623787,,,,SQS 415,,15,2,,/propriedades/sqs-415-otimo-2-quartos-vazado-2963623787.html,550,590.000,
LAMARTINE IMÓVEIS,113,113,2022-03-16,Asa Sul,3,Brasília,2952284947,9451,,,SQS 310,1,1,3,1,/propriedades/oportunidade!-apto-3-qtos-vazado-ac-financ-e-fgts-2952284947.html,,1.195.000,
PLANALTO CENTRAL IMOVEIS,100,100,2022-06-29,Asa Sul,3,Brasília,2958827703,J-2267,,,SQS 210,1,,3,1,/propriedades/excelente-oportunidade!-2958827703.html,930,1.250.000,
VARANDAS IMOVEIS,235,264,2022-07-02,Asa Sul,3,Brasília,2965822792,21947,,,Quadra SQS 106 Bloco J 102,,,4,,/propriedades/apartamento-com-4-quartos-na-asa-sul-sqs-106.-2965822792.html,,1.950.000,
Massuh Imóveis,53,53,2022-07-02,Asa Sul,2,Brasília,2965876428,24825,,,QUADRA SQS 415,,,2,,/propriedades/sqs-415-02-quartos-01-suite-armarios-embutidos-2965876428.html,390,540.000,
Asa Imóveis,48,48,2022-05-06,Asa Sul,,Brasília,2953888849,24896,,,Quadra SHS Quadra 6 6,,5,1,1,/propriedades/flat-no-hotel-melia-brasil-21-asa-sul-brasilia-df-2953888849.html,1,550.000,
CARNEIRO CORRETOR DE IMÓVEIS,153,154,2022-06-03,Asa Sul,3,Brasília,2965756660,17561,,,SQS 310 ,1,46,4,,/propriedades/nascente-vista-livre-vazado-predio-reformado.-vale-2965756660.html,,1.650.000,
JÂNIO SOUSA ASSESSORIA IMOBILIÁRIA,36,36,2022-07-02,Asa Sul,1,Brasília,2960905091,13.933,,,CRS 516 Bloco C,,42,1,,/propriedades/excelente-localizacao-movei-planejados-2960905091.html,230,296.000,
Weizmann e Cavalheiro	C,57,57,2021-11-24,Asa Sul,1,Brasília,2954287117,,,,sqs 408,,22,2,,/propriedades/sqs-408-2-quartos-vista-livre-2954287117.html,450,445.000,
Premier Imob Empreendimentos Imobiliarios,50,50,2022-06-25,Asa Sul,1,Brasília,2966143033,23.749/DF,,,Quadra SQS 413 Bloco M 1,,20,2,,/propriedades/apartamento-com-2-dormitorios-a-venda-49-m-sup2--sqs-2966143033.html,350,450.000,
BRASILIS NETIMÓVEIS,42,42,2022-07-02,Asa Sul,1,Brasília,2965649663,23.649 PJ,,,Asa Sul - Super Arborizado e Próximo a tudo,,,1,,/propriedades/asa-sul-super-arborizado-e-proximo-a-tudo-2965649663.html,,420.000,
TRK,121,121,2022-05-19,Asa Sul,2,Brasília,2963909129,22784pj,,,QD Sqs 106,,52,2,,/propriedades/ja-imaginou-morar-em-um-bairro-projetado-por-niemeyer-2963909129.html,700,900.000,
PILOTIS IMOBILIÁRIA,60,60,2022-06-15,Asa Sul,,Brasília,2953783928,22309JDF,,,Shs Quadra 6 ,,,1,1,/propriedades/shs-06-flat-brasil-xxi-2953783928.html,1800,430.000,
MUDE NEGÓCIOS IMOBILIÁRIOS,77,77,2022-07-01,Asa Sul,2,Brasília,2964605894,,,,Quadra SQS 404 0,,32,2,1,/propriedades/oportunidade-sqs-404-2964605894.html,760,700.000,
REMAX PRIME,66,66,2022-07-02,Asa Sul,1,Brasília,2966376506,7655,,,Quadra SQS 415 Bloco J 0,,,2,,/propriedades/excelente-apartamento-na-sqs-415-sul-com-2-dormitorios-2966376506.html,500,535.000,
Allure Imobiliária,102,102,2022-07-02,Asa Sul,2,Brasília,2933117452,18340-DF,,,QUADRA SQS 204,1,,3,,/propriedades/204-3-quartos-venda-ou-aluguel-2933117452.html,1000,1.175.000,
Asa Imóveis,35,35,2022-06-10,Asa Sul,1,Brasília,2952198808,24896,,,Quadra SHS Quadra 6 14,,6,1,1,/propriedades/flat-executivo-fina-decoracao-2952198808.html,2100,480.000,
IMOBILIÁRIA NOBLE,178,178,2022-05-09,Asa Sul,2,Brasília,2963230295,23545 J,,,SQS 106 BLOCO C ASA SUL,,40,3,,/propriedades/sqs-106-178-m-sup2--dce-andar-alto-de-canto-2963230295.html,,1.590.000,
LEONAM FURTADO E CORRETORES,44,500,2022-05-20,Asa Sul,1,Brasília,2965486563,9419,,,QUADRA SQS 411 BLOCO N,,,2,,/propriedades/sqs-411-bloco-n-nascente-oportunidade-para-para-2965486563.html,500,465.000,
Massuh Imóveis,42,42,2022-05-17,Asa Sul,1,Brasília,2961875083,24825,,,TRECHO SCES TRECHO 4,,13,1,,/propriedades/like-view-nascente-reformado-vista-livre-2961875083.html,815,620.000,
Eudes Nunes,157,187,2022-06-08,Asa Sul,3,Brasília,2962086578,10998,,,SQS 114  3 Quartos ,1,40,3,1,/propriedades/sqs-114-desocupado-nascente-vista-livre-157-2962086578.html,1080,1.720.000,
Massuh Imóveis,75,75,2022-06-23,Asa Sul,2,Brasília,2966488526,24825,,,QUADRA SQS 312 Temos Também: ASA NORTE ASA SUL SUDOESTE SQN 310 SQN 309 SQN 308 SQN 108 SQN 105,,,2,,/propriedades/sqs-312-nascente-reformado-andar-alto-vista-2966488526.html,645,940.000,
THAIS IMOBILIÁRIA VENDAS,250,300,2022-07-01,Asa Sul,3,Brasília,2959909642,,,,Sgcv 14,2,,3,3,/propriedades/cond.-villaggio-park-sul-1-suite-e-2-semi-suites-2959909642.html,700,1.655.000,
SIMONE LOPES,219,333,2022-06-13,Asa Sul,3,Brasília,2965079765,26049,,,SQS 315,2,20,4,1,/propriedades/sqs-315-de-canto-nascente-vista-livre-02-vagas-soltas-2965079765.html,2068,2.200.000,
SUPREMA IMOBILIARIA,125,125,2022-07-01,Asa Sul,2,Brasília,2965565714,9060,,,QUADRA SHIGS 714 BLOCO M,,,3,1,/propriedades/vendo-apartamento-quadra-shigs-714-asa-sul-2965565714.html,,1.180.000,
Cristina Araujo Corretora de Imóveis,100,147,2022-06-13,Asa Sul,3,Brasília,2965266413,10078,,,SQS 112 BLOCO F,,30,3,1,/propriedades/sqs-112-nascente-vista-livre-vazado-2965266413.html,970,1.250.000,
CARNEIRO CORRETOR DE IMÓVEIS,140,177,2022-03-26,Asa Sul,3,Brasília,2963755946,17561,,,SQS 304 BLOCO K,,50,3,1,/propriedades/reformado-arquiteto-vazado-vista-livre-sexto-2963755946.html,,1.700.000,
Massuh Imóveis,140,140,2022-06-08,Asa Sul,2,Brasília,2963150563,24825,,,QUADRA SQS 305,,13,3,,/propriedades/sqs-305-andar-alto-vista-livre-sala-ampla-3-2963150563.html,,1.250.000,
OPortunity Imob,157,180,2022-04-22,Asa Sul,3,Brasília,2958137219,27.276,,,SQS 114,2,15,4,1,/propriedades/sqs-114-predio-reformado-aceita-imovel-2958137219.html,1269,1.650.000,
Cleydson Vieira Corretor de Imoveis,154,170,2022-06-20,Asa Sul,3,Brasília,2963427003,19608,,,SQS 306 SQS 306,,8,3,1,/propriedades/vendo-sqs-306-3qts-1-suite-2963427003.html,1250,1.500.000,
61 IMÓVEIS - NETIMÓVEIS,133,134,2022-07-02,Asa Sul,,Brasília,2965866382,21418,,,Quadra SQS 105,1,,3,1,/propriedades/quadra-sqs-105-2965866382.html,,1.490.000,
Massuh Imóveis,50,50,2022-07-01,Asa Sul,1,Brasília,2965150176,24825,,,QUADRA SQS 413,,,2,,/propriedades/asa-sul-sqs-413-andar-baixo-vista-livre-2965150176.html,,400.000,
MAREMMA IMOVEIS,54,54,2021-06-02,Asa Sul,1,Brasília,110571869,C 8572,,,SHS 02,,10,1,,/propriedades/shs-02-bonaparte-hotel-andar-alto-nascente-54-m-sup2-110571869.html,1200,350.000,
Massuh Imóveis,26,26,2022-05-17,Asa Sul,1,Brasília,2961995076,24825,,,QUADRA SEPS 713/913,1,13,1,,/propriedades/golden-place-perpendicular-andar-alto-mobiliado-2961995076.html,265,310.000,
Alpha Brasília Vendas,26,26,2022-06-15,Asa Sul,1,Brasília,2966125269,,,,Quadra SGAS 910 0,,,1,,/propriedades/linda-kitnet-com-02-ambientes-copa-com-armarios-2966125269.html,,215.000,
Massuh Imóveis,83,83,2022-05-17,Asa Sul,2,Brasília,2962472794,24825,,,QUADRA SQS 103,1,13,2,,/propriedades/sqs-103-2-quartos-andar-alto-nascente-vista-2962472794.html,,985.000,
Massuh Imóveis,78,78,2022-06-01,Asa Sul,2,Brasília,2960780636,24825,,,QUADRA SQS 404,,13,3,,/propriedades/sqs-404-3-quartos-armarios-vazado-pilotis-2960780636.html,475,690.000,
SUPREMA IMOBILIARIA,104,104,2022-07-01,Asa Sul,3,Brasília,2965008250,9060,,,QUADRA SQS 112,,,3,1,/propriedades/asa-sul-sqs-112-3-quartos-1-suite-desocupado-original-2965008250.html,912,1.250.000,
SR IMOVEIS,168,168,2022-06-02,Asa Sul,3,Brasília,2958447322,CJ 9417,,,SQS 216,1,6,3,1,/propriedades/apartamento-localizado-na-216-sul-uma-das-melhores-2958447322.html,,1.970.000,
LAMARTINE IMÓVEIS,160,160,2022-03-16,Asa Sul,4,Brasília,2954732670,9451,,,SQS 308,1,1,3,1,/propriedades/imperdivel!-apto-3-quartos-vazado-ac-financiamento-2954732670.html,,2.000.000,
wilerroger,85,85,2022-06-04,Asa Sul,2,Brasília,2965936449,,,,Asa Sul SQS 311,,46,2,,/propriedades/apartamento-reformado-na-asa-sul-2965936449.html,1150,990.000,
THAIS IMOBILIÁRIA VENDAS,58,60,2022-07-01,Asa Sul,1,Brasília,2966506906,,,,Quadra SQS 407 Bloco J 101,1,,2,,/propriedades/apartamento-vazado-e-reformado-na-407-sul!-2966506906.html,580,625.000,
Massuh Imóveis,104,104,2022-07-02,Asa Sul,3,Brasília,2964038857,24825,,,QUADRA SQS 112,,13,3,,/propriedades/sqs-112-vazado-andar-alto-vista-livre-armarios-2964038857.html,912,1.250.000,
Abdala Soluções Imobiliárias,64,64,2022-06-10,Asa Sul,1,Brasília,2960652424,CJ 16964,,,SCES Trecho 1,1,,1,1,/propriedades/brisas-do-lago-garden-com-ampla-varanda!-98407-2960652424.html,1000,890.000,
Premier Imob Empreendimentos Imobiliarios,56,57,2022-07-01,Asa Sul,2,Brasília,2966389365,23.749/DF,,,SQS 408 bloco T,,10,2,1,/propriedades/apartamento-com-2-dormitorios-reformado-nascente-56-2966389365.html,500,550.000,
61 IMÓVEIS - NETIMÓVEIS,130,130,2022-07-02,Asa Sul,,Brasília,2966754646,21418,,,Quadra SQS 212 Bloco C,2,,3,2,/propriedades/quadra-sqs-212-bloco-c-2966754646.html,1380,1.790.000,
LAMARTINE IMÓVEIS,68,68,2021-10-13,Asa Sul,2,Brasília,2958440238,9451,,,SQS 404 Asa Sul,1,1,3,,/propriedades/oportunidade!-apto-3-quartos-elevador-e-garagem-ac-2958440238.html,,790.000,
61 IMÓVEIS - NETIMÓVEIS,26,27,2022-07-02,Asa Sul,,Brasília,2960119906,21418,,,SHS Quadra 4,,,1,1,/propriedades/shs-quadra-4-2960119906.html,,270.000,
61 IMÓVEIS - NETIMÓVEIS,85,85,2022-07-02,Asa Sul,,Brasília,2964167139,21418,,,Quadra SQS 112 Bloco A,,,2,,/propriedades/quadra-sqs-112-bloco-a-2964167139.html,,1.155.000,
Glicia Silveira - Corretora de Imóveis,160,180,2022-06-15,Asa Sul,3,Brasília,2956640662,10043,,,SQS 109 ,1,10,3,1,/propriedades/sqs-109-3qts-escritorio-reformado-belissimo-apt-2956640662.html,1007,1.650.000,
OPortunity Imob,140,170,2022-03-18,Asa Sul,3,Brasília,2958136991,27.276,,,sqs 112,1,21,3,1,/propriedades/sqs-112-3-quartos-vista-livre-2958136991.html,890,1.380.000,
APG CONSULTORIA IMOBILIARIA,63,86,2022-07-02,Asa Sul,2,Brasília,2964780270,10380,,,SQS 413 Bloco R,,,3,1,/propriedades/sqs-413-3-andar-canto-com-suite-r$575.000-2964780270.html,290,575.000,
GERA IMOVEIS,80,80,2022-06-09,Asa Sul,2,Brasília,2964396775,,,,SQS 411,,30,3,,/propriedades/apartamento-na-411-71-m-sup2--3-quartos-original-2964396775.html,,620.000,
FORT IMOBI SOLUCOES IMOBILIARIAS LTDA,42,42,2022-05-24,Asa Sul,1,Brasília,2961818889,,,,SCES TRECHO 4 TÉRREO,1,10,1,,/propriedades/lake-view-excelente-1-quarto-com-area-de-lazer-2961818889.html,815,565.000,
ABADIA BAIAO IMOVEIS,145,218,2022-06-27,Asa Sul,3,Brasília,2960108427,9996,,,SQS 202,1,29,,3,/propriedades/sqs-202-asa-sul-tres-quartos-suite-reformado-garagem-2960108427.html,,1.700.000,
Macêdo corretor de Imóveis,42,42,2022-07-02,Asa Sul,1,Brasília,111350888,11670-df,,,TRECHO SCES TRECHO 01 40,1,,1,,/propriedades/lake-view-resort!-unidade-com-pe-direito-triplo!-111350888.html,,535.000,
 FC Consultor Imobiliário ,90,90,2022-03-17,Asa Sul,3,Brasília,2960239554,16.436,,,Sqs 404,,25,3,1,/propriedades/03-quartos-com-armarios-vazado-com-suite!-2960239554.html,,790.000,
Estilo Imóveis,61,61,2022-06-14,Asa Sul,1,Brasília,2952785592,11313,,,SHS Qd 6 bloco D,,5,1,1,/propriedades/flat-melia-preco-ocasiao!-2952785592.html,1590,415.000,
Abdala Soluções Imobiliárias,65,65,2022-06-10,Asa Sul,1,Brasília,2965111789,CJ 16964,,,SCES Trecho 4,1,,1,1,/propriedades/apartamento-mobiliado-com-varandao-2965111789.html,800,800.000,
LAMARTINE IMÓVEIS,188,188,2021-11-08,Asa Sul,4,Brasília,2952682472,9451,,,SQS 203,,1,4,2,/propriedades/oportunidade!-apto-4-qtos-vista-livre-ac-financ-2952682472.html,,1.650.000,
Fulvio Freire Escritório Imobiliário,240,240,2022-06-16,Asa Sul,1,Brasília,2962158028,25717,,,VILA DA TELEBRASÍLIA,1,,1,,/propriedades/kitnet-com-localizacao-privilegiada-em-vila-2962158028.html,,1.100.000,
Eduardo Pessoa,27,39,2022-06-10,Asa Sul,1,Brasília,2963178288,,,,SQS 405 bloco T,,30,1,1,/propriedades/sqs-405-bloco-t-2963178288.html,424,367.000,
INOVARE EMPREENDIMENTOS IMOBILIARIOS,46,60,2022-05-13,Asa Sul,1,Brasília,2964366580,,,,"Setor Hoteleiro Sul Quadra 06, Conj A, Bloco F Asa Sul",1,10,1,,/propriedades/apartamento-1-quarto-melia-brasil-21-brasilia-df-2964366580.html,1800,360.000,
Massuh Imóveis,50,50,2022-05-17,Asa Sul,1,Brasília,2960663229,24825,,,QUADRA EQS 414/415,1,13,1,,/propriedades/brisas-do-lago-perpendicular-andar-alto-2960663229.html,1200,695.000,
Massuh Imóveis,46,46,2022-05-31,Asa Sul,1,Brasília,2962037821,24825,,,QUADRA SHS QUADRA 6 Temos Também:SHN 1 SHN 3 SQN 402 SQN 210,,13,1,1,/propriedades/shs-06-flat-brasil-21-mobiliado-adaptado-para-2962037821.html,,350.000,
EDNA DINIZ IMOVEIS,100,100,2022-07-02,Asa Sul,2,Brasília,2958755469,PJ 23317,,,SQS 106,,,3,,/propriedades/sqs-106-x96--apto-100-m-sup2-.-3qts-2958755469.html,,970.000,
CLEBSON ,34,34,2022-05-04,Asa Sul,1,Brasília,2957615274,147999,,,"Águas Claras, Brasília",1,2,1,,/propriedades/df-century-plaza-2957615274.html,,320.000,
D&Cimobonline,107,170,2022-06-08,Asa Sul,3,Brasília,2957689825,10824,,,SQS 116 ASA SUL,1,30,3,1,/propriedades/imperdivel-sqs-116-excelente-apartamento-107-2957689825.html,1045,1.280.000,
LILIA CARMONA  CORRETORA DE IMÓVEIS,130,199,2022-05-08,Asa Sul,4,Brasília,2961634202,23696,,,"SQS 210, Bloco E  406",1,45,3,3,/propriedades/sqs-210-3-suites-vazado-desocupado-vista-livre-2961634202.html,1595,1.530.000,
Massuh Imóveis,78,78,2022-07-02,Asa Sul,2,Brasília,2966406449,24825,,,QUADRA SQS 416,,,3,,/propriedades/sqs-416-3-quartos-bloco-reformado-armarios-2966406449.html,520,735.000,
QUEIROZ INVEST,34,34,2022-07-01,Asa Sul,1,Brasília,2952975379,19811-CJ,,,Quadra SHS Quadra 6 0,,,1,1,/propriedades/hotel-melia-brasil-21-shs-quadra-6-conjunto-a-bloco-2952975379.html,,350.500,
MFL NEGOCIOS IMOBILIARIOS,48,48,2022-06-21,Asa Sul,1,Brasília,2956541657,  24896,,,SHS QUADRA 06 BLOCO B,,18,1,,/propriedades/flat-apart-hotel-decorado-mobilia-do-pool-2956541657.html,1700,369.000,
MM Imóveis,162,162,2022-06-21,Asa Sul,3,Brasília,2966235473,,,,Sqs 216,1,25,3,1,/propriedades/sqs-216.-apartamento-vazado-com-varanda-3-quartos-2966235473.html,1540,1.940.000,
61 IMÓVEIS - NETIMÓVEIS,130,131,2022-07-02,Asa Sul,,Brasília,2965639701,21418,,,Quadra SQS 109,1,,4,1,/propriedades/quadra-sqs-109-2965639701.html,800,1.950.000,
Precisa Netimóveis ,44,87,2022-06-09,Asa Sul,1,Brasília,2964254281,9422,,,SHS Quadra 6 Conjunto A Bloco F,,12,1,1,/propriedades/loft-apartamento-melia-brasil-21-apart-hotel-2964254281.html,1560,350.000,
TRK,247,383,2022-05-19,Asa Sul,5,Brasília,2958047877,22784pj,,,QD Sqs 316,2,32,5,2,/propriedades/ampla-o-suficiente-para-as-suas-experiencias-unicas-a-2958047877.html,1771,2.990.000,
S.F. SIQUEIRA ESCRITÓRIO IMOBILIÁRIO,55,800,2022-06-30,Asa Sul,1,Brasília,2966643600,8818,,,QUADRA SQS 409 BLOCO N,,,2,,/propriedades/sqs-409-2-quartos-com-armarios-escriturada-asa-2966643600.html,,535.000,
SUPREMA IMOBILIARIA,57,57,2022-07-01,Asa Sul,2,Brasília,2960046098,9060,,,QUADRA SQS 413 0,,,2,,/propriedades/apartamento--reformado--sqs-413--2-quartos--57-m-sup2-2960046098.html,320,415.000,
Bordalo Prime,160,160,2022-07-01,Asa Sul,4,Brasília,2959943193,23761,,,Quadra SQS 215,1,30,3,1,/propriedades/vendido-2959943193.html,1400,2.200.000,
Alpha Brasília Vendas,33,33,2022-07-01,Asa Sul,1,Brasília,2966125266,,,,Quadra SQS 409 Bloco E 0,,,1,,/propriedades/otimo-apartamento-01-quarto-reformado-33-30-2966125266.html,,345.000,
61 IMÓVEIS - NETIMÓVEIS,112,112,2022-07-02,Asa Sul,,Brasília,2966754644,21418,,,Quadra SQS 215,1,,3,1,/propriedades/quadra-sqs-215-2966754644.html,,1.150.000,
CLAUDIO A. BATISTA IMOVEIS - Ingaia,28,51,2022-06-21,Asa Sul,1,Brasília,2954296780,8066,,,Quadra SGAS 910 0,,,1,,/propriedades/kitnet-summer-park-2-andar-nascente-localizacao-2954296780.html,287,270.000,
D&Cimobonline,51,65,2022-06-07,Asa Sul,1,Brasília,2955714484,10824,,,BRASIL 21 ASA SUL,,9,1,,/propriedades/excelente-investimento-apart-hotel-51-m-sup2--2955714484.html,1600,400.000,
COEMI IMÓVEIS.,97,97,2022-07-02,Asa Sul,2,Brasília,2966574085,3545,,,Quadra SQS 202 10,,22,2,,/propriedades/sqs-202-apartamento-de-2-quartos-a-venda-asa-sul-2966574085.html,0,970.000,
Weizmann e Cavalheiro ODETE,134,134,2022-03-16,Asa Sul,3,Brasília,2956447954,,,,Sqs 105,,30,3,1,/propriedades/sqs-105-9244-4545-2956447954.html,1700,1.395.000,
Estilo Imóveis,150,200,2022-06-14,Asa Sul,5,Brasília,2964305807,11313,,,SQS 311,1,10,,3,/propriedades/sqs-311-3-suites-vista-livre-vazado-nascente-1-2964305807.html,1500,1.720.000,
SW Imóveis,98,148,2022-06-25,Asa Sul,2,Brasília,2964313021,22353,,,SQS 103,1,51,2,,/propriedades/apartamento-vazado-duplex-com-vaga-subsolo-asa-sul-qd-2964313021.html,1030,942.000,
61 IMÓVEIS - NETIMÓVEIS,153,181,2022-07-02,Asa Sul,,Brasília,2963930179,21418,,,Quadra SQS 109,2,57,3,1,/propriedades/bloco-tipo-tipo-a-2963930179.html,1101,1.790.000,
SIMONE LOPES,192,192,2022-03-16,Asa Sul,3,Brasília,2957132159,26049,,,SQS 206,1,40,,,/propriedades/sqs-206-04-qtos-vazado-vista-livre-2957132159.html,,1.890.000,
Massuh Imóveis,48,48,2022-05-17,Asa Sul,1,Brasília,2962371911,24825,,,TRECHO SCES TRECHO 4,1,13,1,,/propriedades/brisas-do-lago-perpendicular-reformado-varanda-2962371911.html,950,650.000,
Agropar Netimóveis,47,47,2022-06-26,Asa Sul,1,Brasília,2939097663,3832,,,SHS Quadra 2 - Bonaparte Hotel,,,1,1,/propriedades/shs-quadra-2-bonaparte-hotel-2939097663.html,1553,550.000,
Massuh Imóveis,30,30,2022-05-17,Asa Sul,1,Brasília,2959254638,24825,,,SEPS 713/913,2,13,1,,/propriedades/seps-713-913-ed.-golden-place-perpendicular-2959254638.html,295,369.000,
Futura Negócios imobiliários ,29,29,2022-07-01,Asa Sul,1,Brasília,2959229514,24892,,,Quadra SGAS 910 0,,,1,,/propriedades/oportinidade-excelente-kitnet-no-mix-park-sul-sgas-2959229514.html,372,190.000,
Fabio S. Lemos - Negócios Imobiliários,105,120,2022-06-09,Asa Sul,2,Brasília,2963403834,,,,SQS 403 K,,20,3,1,/propriedades/sqs-403-vazado-vista-livre-reformado-pe-direito-2963403834.html,915,975.000,
Lurdes Botelho,210,210,2022-04-15,Asa Sul,4,Brasília,2952704040,17370,,,SQS 206,2,22,4,1,/propriedades/apartamento-reformado.-sqs-206-vendido!-vendido!-2952704040.html,1850,2.390.000,
Rubens Jr Corretor de Imoveis,119,187,2022-05-13,Asa Sul,4,Brasília,2965111356,14493-DF,,,SQS 215 bloco H,1,30,3,1,/propriedades/lindo-3-qts-c-suite-vazado-vista-livre-1-vgs-cob.-2965111356.html,1010,1.360.000,
ARCA,,46,2022-07-02,Asa Sul,1,Brasília,2954888526,7047,,,SHS Quadra 6 Conjunto A,,,1,,/propriedades/oportunidade-no-brasil-21-convention-centro-de-2954888526.html,,399.000,
ARTROM IMOBILIARIA,136,136,2022-06-27,Asa Sul,1,Brasília,2966615380,25224,,,SQS 304,,,3,1,/propriedades/apartamento-para-venda-em-brasilia-asa-sul-3-2966615380.html,,1.450.000,
PILOTIS IMOBILIÁRIA,112,112,2022-06-14,Asa Sul,2,Brasília,2965093977,22309JDF,,,Sqs 102 ,,,3,1,/propriedades/excelente-oportunidade-na-asa-sul!-2965093977.html,1150,1.650.000,
61 IMÓVEIS - NETIMÓVEIS,103,104,2022-07-02,Asa Sul,,Brasília,2965546885,21418,,,Quadra SQS 402 Bloco L,,,3,1,/propriedades/quadra-sqs-402-bloco-l-2965546885.html,1070,1.190.000,
Premier Imob Empreendimentos Imobiliarios,50,50,2022-06-25,Asa Sul,1,Brasília,2966143032,23.749/DF,,,Quadra SQS 413 Bloco O 1,,20,2,,/propriedades/apartamento-2-quartos-reformado-vazado-nascente-2966143032.html,350,450.000,
61 IMÓVEIS - NETIMÓVEIS,162,162,2022-07-02,Asa Sul,,Brasília,2966183710,21418,,,Quadra SQS 216 Bloco K,1,,3,1,/propriedades/quadra-sqs-216-bloco-k-2966183710.html,1540,1.900.000,
